,Course,Sect,Class,Type,GE,Req,Days,Start,End,Instructor,Location,LCap,ECap,Enrl,Wait,Drop,ICS,Format,Description,Quarter
485,CSC 597,10.0,****,Ind,,2111.0,,,,"Eckhardt, C",,,10.0,2.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
486,CSC 597,11.0,****,Ind,,2111.0,,,,"Fang, D",,,10.0,1.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
487,CSC 597,12.0,****,Ind,,2111.0,,,,"Gharibyan, H",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
488,CSC 597,13.0,****,Ind,,2111.0,,,,"Grow, A",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
489,CSC 597,14.0,****,Ind,,2111.0,,,,"Haungs, M",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
490,CSC 597,15.0,****,Ind,,2111.0,,,,"Kazerouni, A",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
491,CSC 597,16.0,****,Ind,,2111.0,,,,"Keen, A",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
492,CSC 597,17.0,****,Ind,,2111.0,,,,"Khosmood, F",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
493,CSC 597,18.0,****,Ind,,2111.0,,,,"Kurfess, F",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
494,CSC 597,19.0,****,Ind,,2111.0,,,,"Lupo, C",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
495,CSC 597,20.0,****,Ind,,2111.0,,,,"Migler, T",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
496,CSC 597,21.0,****,Ind,,2111.0,,,,"Mukherjee, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
497,CSC 597,22.0,****,Ind,,2111.0,,,,"Nico, P",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
498,CSC 597,23.0,****,Ind,,2111.0,,,,"Pantoja, M",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
499,CSC 597,24.0,****,Ind,,2111.0,,,,"Peterson, Z",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
500,CSC 597,25.0,****,Ind,,2111.0,,,,"Rwebangira, M",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
501,CSC 597,26.0,****,Ind,,2111.0,,,,"Seng, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
502,CSC 597,27.0,****,Ind,,2111.0,,,,"Smith, H",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
503,CSC 597,28.0,****,Ind,,2111.0,,,,"Stanchev, L",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
504,CSC 597,29.0,****,Ind,,2111.0,,,,"Turner, F",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
505,CSC 597,30.0,****,Ind,,2111.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
506,CSC 597,31.0,****,Ind,,2111.0,,,,"Ventura, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
507,CSC 597,32.0,****,Ind,,2111.0,,,,"Wood, Z",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
508,CSC 597,33.0,****,Ind,,2111.0,,,,"Benson, B",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
509,CSC 597,34.0,****,Ind,,2111.0,,,,"Callenes-Sloan, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
510,CSC 597,35.0,****,Ind,,2111.0,,,,"Danowitz, A",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
511,CSC 597,36.0,****,Ind,,2111.0,,,,"Mealy, B",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
512,CSC 597,37.0,****,Ind,,2111.0,,,,"Oliver, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
513,CSC 597,38.0,****,Ind,,2111.0,,,,"Slivovsky, L",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
514,CSC 597,39.0,****,Ind,,2111.0,,,,"Smilkstein, T",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
515,CSC 597,40.0,****,Ind,,2111.0,,,,"Costello, E",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
516,CSC 597,41.0,****,Ind,,2111.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
517,CSC 597,42.0,****,Ind,,2111.0,,,,"Lehr, J",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
518,CSC 597,43.0,****,Ind,,2111.0,,,,"Sun, D",,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
519,CSC 597,44.0,****,Ind,,2111.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
520,CSC 597,45.0,****,Ind,,2111.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Research in Computer Science II,F
521,CSC 599,1.0,2849,Ind,,2112.0,,,,,,,1.0,0.0,0.0,0.0,,asynchronously,Thesis,F
522,CSC 599,2.0,****,Ind,,2112.0,,,,"Anderson, P",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
523,CSC 599,3.0,****,Ind,,2112.0,,,,"Beard, S",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
524,CSC 599,4.0,****,Ind,,2112.0,,,,"Bellardo, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
525,CSC 599,5.0,****,Ind,,2112.0,,,,"Clements, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
526,CSC 599,6.0,****,Ind,,2112.0,,,,"da Silva, B",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
527,CSC 599,7.0,****,Ind,,2112.0,,,,"Canaan, R",,,10.0,0.0,0.0,1.0,,asynchronously,Thesis,F
528,CSC 599,8.0,****,Ind,,2112.0,,,,"Lupo, C",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
529,CSC 599,9.0,****,Ind,,2112.0,,,,"Dekhtyar, A",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
530,CSC 599,10.0,****,Ind,,2112.0,,,,"Eckhardt, C",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
531,CSC 599,11.0,****,Ind,,2112.0,,,,"Fang, D",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
532,CSC 599,12.0,****,Ind,,2112.0,,,,"Gharibyan, H",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
533,CSC 599,13.0,****,Ind,,2112.0,,,,"Grow, A",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
534,CSC 599,14.0,****,Ind,,2112.0,,,,"Haungs, M",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
535,CSC 599,15.0,****,Ind,,2112.0,,,,"Kazerouni, A",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
536,CSC 599,16.0,****,Ind,,2112.0,,,,"Keen, A",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
537,CSC 599,17.0,****,Ind,,2112.0,,,,"Khosmood, F",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
538,CSC 599,18.0,****,Ind,,2112.0,,,,"Kurfess, F",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
539,CSC 599,19.0,****,Ind,,2112.0,,,,"Lupo, C",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
540,CSC 599,20.0,****,Ind,,2112.0,,,,"Migler, T",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
541,CSC 599,21.0,****,Ind,,2112.0,,,,"Mukherjee, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
542,CSC 599,22.0,****,Ind,,2112.0,,,,"Nico, P",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
543,CSC 599,23.0,****,Ind,,2112.0,,,,"Pantoja, M",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
544,CSC 599,24.0,****,Ind,,2112.0,,,,"Peterson, Z",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
545,CSC 599,25.0,****,Ind,,2112.0,,,,"Rwebangira, M",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
546,CSC 599,26.0,****,Ind,,2112.0,,,,"Seng, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
547,CSC 599,27.0,****,Ind,,2112.0,,,,"Smith, H",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
548,CSC 599,28.0,****,Ind,,2112.0,,,,"Stanchev, L",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
549,CSC 599,29.0,****,Ind,,2112.0,,,,"Turner, F",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
550,CSC 599,30.0,****,Ind,,2112.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
551,CSC 599,31.0,****,Ind,,2112.0,,,,"Ventura, J",,,10.0,1.0,0.0,0.0,,asynchronously,Thesis,F
552,CSC 599,32.0,****,Ind,,2112.0,,,,"Wood, Z",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
553,CSC 599,33.0,****,Ind,,2112.0,,,,"Benson, B",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
554,CSC 599,34.0,****,Ind,,2112.0,,,,"Callenes-Sloan, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
555,CSC 599,35.0,****,Ind,,2112.0,,,,"Danowitz, A",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
556,CSC 599,36.0,****,Ind,,2112.0,,,,"Mealy, B",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
557,CSC 599,37.0,****,Ind,,2112.0,,,,"Oliver, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
558,CSC 599,38.0,****,Ind,,2112.0,,,,"Slivovsky, L",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
559,CSC 599,39.0,****,Ind,,2112.0,,,,"Smilkstein, T",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
560,CSC 599,40.0,****,Ind,,2112.0,,,,"Costello, E",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
561,CSC 599,41.0,****,Ind,,2112.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
562,CSC 599,42.0,****,Ind,,2112.0,,,,"Lehr, J",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
563,CSC 599,43.0,****,Ind,,2112.0,,,,"Sun, D",,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
564,CSC 599,44.0,****,Ind,,2112.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
565,CSC 599,45.0,****,Ind,,2112.0,,,,,,,10.0,0.0,0.0,0.0,,asynchronously,Thesis,F
0,CM 102,1.0,4569,Lec,,,MW,04:10 PM,05:00 PM,"Lowe, D",038-0204,50.0,45.0,42.0,2.0,12.0,ICS,in-person,Introduction to Construction Management,F
1,CM 102,2.0,4395,Lec,,,TR,04:10 PM,05:00 PM,"Hauck, A",010-0227,54.0,40.0,39.0,0.0,15.0,ICS,in-person,Introduction to Construction Management,F
2,CM 113,1.0,4414,Lec,,,TR,09:10 AM,10:00 AM,"Brennan, M",005-0225,48.0,40.0,35.0,0.0,11.0,ICS,in-person,Construction Materials and Assemblies,F
3,CM 113,2.0,5456,Lec,,,MW,08:10 AM,09:00 AM,"Knight, D",026-0106,48.0,40.0,17.0,0.0,8.0,ICS,in-person,Construction Materials and Assemblies,F
4,CM 114,1.0,3845,Lab,,3373.0,MW,08:10 AM,11:00 AM,"Brennan, M",186-B304,24.0,16.0,18.0,0.0,2.0,ICS,in-person,Construction Materials and Assemblies Lab,F
5,CM 114,2.0,5650,Lab,,3373.0,,,,"Jones, B",,,16.0,19.0,0.0,4.0,,asynchronously,Construction Materials and Assemblies Lab,F
6,CM 114,3.0,****,Lab,,3373.0,,,,,,,0.0,0.0,0.0,1.0,,asynchronously,Construction Materials and Assemblies Lab,F
7,CM 114,4.0,9439,Lab,,3373.0,MW,11:10 AM,02:00 PM,"Robbins, B",186-B304,24.0,16.0,19.0,0.0,3.0,ICS,in-person,Construction Materials and Assemblies Lab,F
8,CM 114,5.0,9618,Lab,,3373.0,MW,02:10 PM,05:00 PM,"Knight, D",186-B202,24.0,16.0,13.0,0.0,4.0,ICS,in-person,Construction Materials and Assemblies Lab,F
9,CM 115,1.0,3056,Lab,,3375.0,MTWR,12:10 PM,03:00 PM,"Knakiewicz, B",186-A215,24.0,20.0,26.0,11.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
10,CM 115,1.0,3056,Lab,,3375.0,MTWR,12:10 PM,03:00 PM,"Knakiewicz, B",186-A215,24.0,20.0,26.0,11.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
11,CM 115,2.0,3608,Act,,3375.0,MTWR,03:10 PM,04:00 PM,"Knakiewicz, B",186-A215,24.0,20.0,26.0,11.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
12,CM 115,2.0,3608,Act,,3375.0,MTWR,03:10 PM,04:00 PM,"Knakiewicz, B",186-A215,24.0,20.0,26.0,11.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
13,CM 115,3.0,3596,Lab,,3375.0,MTWR,12:10 PM,03:00 PM,"Weber, P",186-B302,24.0,20.0,24.0,8.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
14,CM 115,3.0,3596,Lab,,3375.0,MTWR,12:10 PM,03:00 PM,"Weber, P",186-B302,24.0,20.0,24.0,8.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
15,CM 115,4.0,3607,Act,,3375.0,MTWR,03:10 PM,04:00 PM,"Weber, P",186-B302,24.0,20.0,24.0,8.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
16,CM 115,4.0,3607,Act,,3375.0,MTWR,03:10 PM,04:00 PM,"Weber, P",186-B302,24.0,20.0,24.0,8.0,16.0,ICS,in-person,Fundamentals of Construction Management,F
17,CM 115,5.0,4386,Lab,,3375.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Fundamentals of Construction Management,F
18,CM 115,5.0,4386,Lab,,3375.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Fundamentals of Construction Management,F
19,CM 115,6.0,4387,Act,,3375.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Fundamentals of Construction Management,F
20,CM 115,6.0,4387,Act,,3375.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Fundamentals of Construction Management,F
21,CM 115,7.0,9377,Lab,,3375.0,MTWR,08:10 AM,11:00 AM,"Hauck, A",186-A215,24.0,20.0,25.0,6.0,19.0,ICS,in-person,Fundamentals of Construction Management,F
22,CM 115,7.0,9377,Lab,,3375.0,MTWR,08:10 AM,11:00 AM,"Hauck, A",186-A215,24.0,20.0,25.0,6.0,19.0,ICS,in-person,Fundamentals of Construction Management,F
23,CM 115,8.0,9382,Act,,3375.0,MTWR,11:10 AM,12:00 PM,"Hauck, A",186-A215,24.0,20.0,25.0,6.0,19.0,ICS,in-person,Fundamentals of Construction Management,F
24,CM 115,8.0,9382,Act,,3375.0,MTWR,11:10 AM,12:00 PM,"Hauck, A",186-A215,24.0,20.0,25.0,6.0,19.0,ICS,in-person,Fundamentals of Construction Management,F
25,CM 214,1.0,4397,Lab,,3376.0,MTW,09:10 AM,11:00 AM,"Brinkman, E",186-B103,24.0,20.0,22.0,0.0,5.0,ICS,in-person,Residential Construction Management,F
26,CM 214,1.0,4397,Lab,,3376.0,MTW,09:10 AM,11:00 AM,"Brinkman, E",186-B103,24.0,20.0,22.0,0.0,5.0,ICS,in-person,Residential Construction Management,F
27,CM 214,1.0,4397,Lab,,3376.0,R,09:10 AM,12:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
28,CM 214,1.0,4397,Lab,,3376.0,R,09:10 AM,12:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
29,CM 214,2.0,4398,Act,,3376.0,R,12:10 PM,01:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
30,CM 214,2.0,4398,Act,,3376.0,R,12:10 PM,01:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
31,CM 214,2.0,4398,Act,,3376.0,MTW,11:10 AM,12:00 PM,"Brinkman, E",186-B103,24.0,20.0,22.0,0.0,5.0,ICS,in-person,Residential Construction Management,F
32,CM 214,2.0,4398,Act,,3376.0,MTW,11:10 AM,12:00 PM,"Brinkman, E",186-B103,24.0,20.0,22.0,0.0,5.0,ICS,in-person,Residential Construction Management,F
33,CM 214,3.0,4399,Lab,,3376.0,W,12:10 PM,03:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
34,CM 214,3.0,4399,Lab,,3376.0,W,12:10 PM,03:00 PM,"Brinkman, E",186-B103,24.0,,,,,,in-person,Residential Construction Management,F
35,CM 214,3.0,4399,Lab,,3376.0,MTR,01:10 PM,03:00 PM,"Brinkman, E",186-B103,24.0,20.0,24.0,0.0,4.0,ICS,in-person,Residential Construction Management,F
36,CM 214,3.0,4399,Lab,,3376.0,MTR,01:10 PM,03:00 PM,"Brinkman, E",186-B103,24.0,20.0,24.0,0.0,4.0,ICS,in-person,Residential Construction Management,F
37,CM 214,4.0,4400,Act,,3376.0,,,,"Brinkman, E",,,20.0,24.0,0.0,4.0,,asynchronously,Residential Construction Management,F
38,CM 214,4.0,4400,Act,,3376.0,,,,"Brinkman, E",,,20.0,24.0,0.0,4.0,,asynchronously,Residential Construction Management,F
39,CM 232,1.0,3597,Lec,,836.0,TR,04:10 PM,05:30 PM,"Redden, P",186-B202,24.0,36.0,37.0,2.0,20.0,ICS,in-person,Evaluation of Cost Alternatives,F
40,CM 232,2.0,4463,Lec,,836.0,MW,04:10 PM,05:30 PM,"Redden, P",186-B202,24.0,36.0,40.0,3.0,16.0,ICS,in-person,Evaluation of Cost Alternatives,F
41,CM 232,3.0,9383,Lec,,836.0,TR,04:10 PM,05:30 PM,"Ivers, E",999,0.0,36.0,38.0,0.0,11.0,ICS,virtually,Evaluation of Cost Alternatives,F
42,CM 239,1.0,7338,Lec,,1616.0,MW,07:40 AM,09:00 AM,"Knakiewicz, B",180-0114,96.0,60.0,60.0,13.0,19.0,ICS,in-person,Construction Surveying,F
43,CM 239,1.0,7338,Lec,,1616.0,MW,07:40 AM,09:00 AM,"Knakiewicz, B",180-0114,96.0,60.0,60.0,13.0,19.0,ICS,in-person,Construction Surveying,F
44,CM 239,2.0,7340,Lab,,1616.0,F,08:10 AM,11:00 AM,"Brennan, M",186-B106,24.0,20.0,21.0,8.0,11.0,ICS,in-person,Construction Surveying,F
45,CM 239,2.0,7340,Lab,,1616.0,F,08:10 AM,11:00 AM,"Brennan, M",186-B106,24.0,20.0,21.0,8.0,11.0,ICS,in-person,Construction Surveying,F
46,CM 239,3.0,8090,Lab,,1616.0,R,03:10 PM,06:00 PM,"VanMuyden, D",186-B304,24.0,20.0,19.0,4.0,16.0,ICS,in-person,Construction Surveying,F
47,CM 239,3.0,8090,Lab,,1616.0,R,03:10 PM,06:00 PM,"VanMuyden, D",186-B304,24.0,20.0,19.0,4.0,16.0,ICS,in-person,Construction Surveying,F
48,CM 239,4.0,9619,Lab,,1616.0,T,08:10 AM,11:00 AM,"Robbins, B",186-A112,24.0,20.0,20.0,1.0,3.0,ICS,in-person,Construction Surveying,F
49,CM 239,4.0,9619,Lab,,1616.0,T,08:10 AM,11:00 AM,"Robbins, B",186-A112,24.0,20.0,20.0,1.0,3.0,ICS,in-person,Construction Surveying,F
50,CM 280,1.0,4606,Act,,4154.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Building Information Modeling,F
51,CM 280,2.0,4966,Act,,4154.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Building Information Modeling,F
52,CM 280,3.0,4967,Act,,4154.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Building Information Modeling,F
53,CM 280,4.0,****,Act,,4154.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Building Information Modeling,F
54,CM 280,5.0,9384,Act,,4154.0,W,04:10 PM,06:00 PM,"Knakiewicz, B",186-A215,24.0,20.0,22.0,2.0,12.0,ICS,in-person,Building Information Modeling,F
55,CM 280,6.0,9385,Act,,4154.0,R,04:10 PM,06:00 PM,"Woo, J",186-A215,24.0,20.0,23.0,3.0,9.0,ICS,in-person,Building Information Modeling,F
56,CM 280,7.0,9386,Act,,4154.0,R,06:10 PM,08:00 PM,"Woo, J",186-A215,24.0,20.0,20.0,0.0,7.0,ICS,in-person,Building Information Modeling,F
57,CM 310,1.0,4621,Lec,,3706.0,MW,08:10 AM,10:00 AM,"Roy, T",033-0457,36.0,24.0,27.0,2.0,6.0,ICS,in-person,Construction Means and Methods,F
58,CM 313,1.0,3847,Lab,,3377.0,M,12:10 PM,03:00 PM,"Kline, A",186-B106,24.0,20.0,24.0,3.0,14.0,ICS,in-person,Commercial Construction Management,F
59,CM 313,1.0,3847,Lab,,3377.0,M,12:10 PM,03:00 PM,"Kline, A",186-B106,24.0,20.0,24.0,3.0,14.0,ICS,in-person,Commercial Construction Management,F
60,CM 313,1.0,3847,Lab,,3377.0,TWR,01:10 PM,03:00 PM,"Kline, A",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
61,CM 313,1.0,3847,Lab,,3377.0,TWR,01:10 PM,03:00 PM,"Kline, A",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
62,CM 313,2.0,3848,Act,,3377.0,MTWR,03:10 PM,04:00 PM,"Kline, A",186-B106,24.0,20.0,24.0,3.0,14.0,ICS,in-person,Commercial Construction Management,F
63,CM 313,2.0,3848,Act,,3377.0,MTWR,03:10 PM,04:00 PM,"Kline, A",186-B106,24.0,20.0,24.0,3.0,14.0,ICS,in-person,Commercial Construction Management,F
64,CM 313,3.0,7525,Lab,,3377.0,M,08:10 AM,11:00 AM,"Cleary, J",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
65,CM 313,3.0,7525,Lab,,3377.0,M,08:10 AM,11:00 AM,"Cleary, J",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
66,CM 313,3.0,7525,Lab,,3377.0,TWR,08:10 AM,10:00 AM,"Cleary, J",186-B106,24.0,20.0,21.0,5.0,11.0,ICS,in-person,Commercial Construction Management,F
67,CM 313,3.0,7525,Lab,,3377.0,TWR,08:10 AM,10:00 AM,"Cleary, J",186-B106,24.0,20.0,21.0,5.0,11.0,ICS,in-person,Commercial Construction Management,F
68,CM 313,4.0,7526,Act,,3377.0,TWR,10:10 AM,11:00 AM,"Cleary, J",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
69,CM 313,4.0,7526,Act,,3377.0,TWR,10:10 AM,11:00 AM,"Cleary, J",186-B106,24.0,,,,,,in-person,Commercial Construction Management,F
70,CM 313,4.0,7526,Act,,3377.0,M,11:10 AM,12:00 PM,"Cleary, J",186-B106,24.0,20.0,21.0,5.0,11.0,ICS,in-person,Commercial Construction Management,F
71,CM 313,4.0,7526,Act,,3377.0,M,11:10 AM,12:00 PM,"Cleary, J",186-B106,24.0,20.0,21.0,5.0,11.0,ICS,in-person,Commercial Construction Management,F
72,CM 314,1.0,4326,Lab,,3707.0,TWR,12:10 PM,02:00 PM,"Boucher, E",186-A112,24.0,,,,,,in-person,Heavy Civil Construction Management,F
73,CM 314,1.0,4326,Lab,,3707.0,TWR,12:10 PM,02:00 PM,"Boucher, E",186-A112,24.0,,,,,,in-person,Heavy Civil Construction Management,F
74,CM 314,1.0,4326,Lab,,3707.0,M,12:10 PM,03:00 PM,"Boucher, E",186-A112,24.0,20.0,34.0,4.0,9.0,ICS,in-person,Heavy Civil Construction Management,F
75,CM 314,1.0,4326,Lab,,3707.0,M,12:10 PM,03:00 PM,"Boucher, E",186-A112,24.0,20.0,34.0,4.0,9.0,ICS,in-person,Heavy Civil Construction Management,F
76,CM 314,2.0,4327,Act,,3707.0,M,03:10 PM,04:00 PM,"Boucher, E",186-A112,24.0,20.0,34.0,4.0,9.0,ICS,in-person,Heavy Civil Construction Management,F
77,CM 314,2.0,4327,Act,,3707.0,M,03:10 PM,04:00 PM,"Boucher, E",186-A112,24.0,20.0,34.0,4.0,9.0,ICS,in-person,Heavy Civil Construction Management,F
78,CM 314,2.0,4327,Act,,3707.0,TWR,02:10 PM,03:00 PM,"Boucher, E",186-A112,24.0,,,,,,in-person,Heavy Civil Construction Management,F
79,CM 314,2.0,4327,Act,,3707.0,TWR,02:10 PM,03:00 PM,"Boucher, E",186-A112,24.0,,,,,,in-person,Heavy Civil Construction Management,F
80,CM 314,3.0,5457,Lab,,3707.0,,,,"Jones, B",,,20.0,23.0,3.0,6.0,,asynchronously,Heavy Civil Construction Management,F
81,CM 314,3.0,5457,Lab,,3707.0,,,,"Jones, B",,,20.0,23.0,3.0,6.0,,asynchronously,Heavy Civil Construction Management,F
82,CM 314,4.0,5458,Act,,3707.0,,,,"Jones, B",,,20.0,23.0,3.0,6.0,,asynchronously,Heavy Civil Construction Management,F
83,CM 314,4.0,5458,Act,,3707.0,,,,"Jones, B",,,20.0,23.0,3.0,6.0,,asynchronously,Heavy Civil Construction Management,F
84,CM 317,1.0,4324,Lec,BUD,4458.0,,,,"Kelting, S",,,40.0,41.0,65.0,80.0,,asynchronously,Sustainability and the Built Environment,F
85,CM 318,1.0,6538,Lec,DUD,4326.0,,,,"Kelting, S",,,30.0,30.0,20.0,39.0,,asynchronously,Housing and Communities,F
86,CM 334,1.0,3599,Act,,3708.0,MW,10:10 AM,12:00 PM,"Kommer, T",186-B304,24.0,24.0,22.0,1.0,18.0,ICS,in-person,Construction Law,F
87,CM 334,2.0,9454,Act,,3708.0,,,,,,,0.0,0.0,0.0,25.0,,asynchronously,Construction Law,F
88,CM 334,3.0,9751,Act,,3708.0,TR,04:10 PM,06:00 PM,"Knight, D",186-B304,24.0,24.0,26.0,0.0,2.0,ICS,in-person,Construction Law,F
89,CM 335,1.0,4388,Act,,3406.0,T,04:10 PM,06:00 PM,"Kolegraff, S",999,0.0,28.0,29.0,4.0,10.0,ICS,virtually,Construction Accounting,F
90,CM 335,2.0,4572,Act,,3406.0,MW,09:10 AM,11:00 AM,"Knight, D",186-B304,24.0,24.0,14.0,0.0,4.0,ICS,in-person,Construction Accounting,F
91,CM 371,70.0,****,Lec,,3374.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Construction Management and Project Planning,F
92,CM 371,70.0,****,Lec,,3374.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Construction Management and Project Planning,F
93,CM 371,71.0,****,Act,,3374.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Construction Management and Project Planning,F
94,CM 371,71.0,****,Act,,3374.0,,,,,,,0.0,0.0,0.0,0.0,,asynchronously,Construction Management and Project Planning,F
95,CM 371,72.0,8736,Lec,,3374.0,TR,04:10 PM,05:30 PM,"Alzraiee, H",192-0205,24.0,4.0,3.0,0.0,3.0,ICS,in-person,Construction Management and Project Planning,F
96,CM 371,72.0,8736,Lec,,3374.0,TR,04:10 PM,05:30 PM,"Alzraiee, H",192-0205,24.0,4.0,3.0,0.0,3.0,ICS,in-person,Construction Management and Project Planning,F
